ID,KIDSDRIV,PLCYDATE,TRAVTIME,CAR_USE,POLICYNO,BLUEBOOK,INITDATE,RETAINED,NPOLICY,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CLM_FLAG,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,GENDER,MARRIED,PARENT1,JOBCLASS,MAX_EDUC,HOME_VAL,SAMEHOME,DENSITY,YEARQTR,Year,Quarter,plc_year,plc_day,plc_month,ini_year,ini_day,ini_month,birth_year,birth_day,birth_month
36771943,0,26juillet94,41,Commercial,34650850,14250.0,15juillet84,10,2,SUV,no,0.0,0,Yes,0,2921.0,Yes,24novembre53,41-60,2,13.0,46458.0,F,Yes,No,Blue Collar,High School,240926.0,1.0,Highly Urban,1994Q3,1994,3,94,26,7,84,15,7,53,24,11
36771943,0,05janvier94,32,Commercial,38901689,12010.0,17décembre86,7,2,Pickup,yes,0.0,0,No,3,0.0,No,24novembre52,41-60,0,10.0,59110.0,M,No,No,Blue Collar,Bachelors,248132.0,6.0,Rural,1994Q1,1994,1,94,05,1,86,17,12,52,24,11
368325116,0,17octobre93,49,Commercial,26073214,13070.0,19octobre87,6,1,Sports Car,no,2932.0,3,No,7,3404.0,Yes,28février58,41-60,0,11.0,61610.074431993424,F,No,No,Blue Collar,Bachelors,0.0,13.0,Highly Urban,1993Q4,1993,4,93,17,10,87,19,10,58,28,2
368472751,0,18janvier95,8,Private,77406656,7790.0,11février89,6,3,Pickup,yes,6627.0,1,No,9,0.0,No,27février60,25-40,0,7.0,45692.0,M,Yes,No,Clerical,High School,169069.0,1.0,Highly Urban,1995Q1,1995,1,95,18,1,89,11,2,60,27,2
36849008,0,07décembre94,33,Commercial,35111935,23640.0,12novembre83,11,2,Panel Truck,yes,0.0,0,No,0,0.0,No,19juillet47,41-60,0,10.0,112953.0,M,No,No,Home Maker,Masters,0.0,12.0,Urban,1994Q4,1994,4,94,07,12,83,12,11,47,19,7
36849008,0,20octobre95,17,Private,53808729,15340.0,10novembre89,6,2,Sedan,no,0.0,0,No,0,4950.0,Yes,19juillet46,41-60,0,11.0,168419.0,M,No,No,Lawyer,PhD,0.0,15.0,Highly Urban,1995Q4,1995,4,95,20,10,89,10,11,46,19,7
368568096,1,25mai97,36,Private,53965775,14830.0,26mai87,10,2,SUV,no,0.0,0,No,0,1896.0,Yes,21octobre57,41-60,1,10.0,61365.0,F,Yes,No,Professional,Bachelors,152143.0,13.0,Highly Urban,1997Q2,1997,2,97,25,5,87,26,5,57,21,10
368568096,1,02juillet96,14,Private,99140068,13930.0,26mai86,10,2,Pickup,no,9537.0,2,No,1,2301.0,Yes,21octobre56,41-60,1,10.0,81294.0,F,Yes,No,Lawyer,Masters,230783.0,16.0,Urban,1996Q3,1996,3,96,02,7,86,26,5,56,21,10
368736067,0,20octobre95,22,Commercial,8061120,26980.0,21octobre88,7,1,Panel Truck,yes,0.0,0,No,5,0.0,No,07avril56,41-60,2,13.0,126496.0,M,Yes,No,Blue Collar,Masters,154602.48940547212,16.0,Urban,1995Q4,1995,4,95,20,10,88,21,10,56,07,4
368843479,0,30juin93,51,Private,59528052,13140.0,30juin93,1,1,Sedan,yes,5696.0,4,No,9,3172.0,Yes,17janvier41,41-60,1,0.0,0.0,M,No,Yes,Student,High School,0.0,1.0,Urban,1993Q2,1993,2,93,30,6,93,30,6,41,17,1
368897332,0,23janvier98,14,Private,28952247,11340.0,25janvier92,6,1,Sedan,yes,0.0,0,No,2,0.0,No,28avril53,41-60,0,14.0,52411.0,M,Yes,No,Manager,Bachelors,158113.0,8.0,Urban,1998Q1,1998,1,98,23,1,92,25,1,53,28,4
369052748,1,18mars96,55,Private,32962555,9590.0,20mars89,7,1,SUV,no,0.0,0,No,0,0.0,No,24septembre56,41-60,2,14.0,37898.0,F,Yes,No,Clerical,High School,191417.0,1.0,Highly Rural,1996Q1,1996,1,96,18,3,89,20,3,56,24,9
369429861,0,22mars96,47,Private,28493926,19080.0,28février92,4,3,Sedan,no,0.0,0,No,0,0.0,No,17décembre49,41-60,0,8.0,29844.0,F,Yes,No,Clerical,High School,179613.0,8.0,Highly Rural,1996Q1,1996,1,96,22,3,92,28,2,49,17,12
369429861,0,25mars98,40,Private,93409877,6480.0,26février98,1,3,Sports Car,no,0.0,0,No,0,0.0,No,17décembre48,41-60,0,8.0,28436.0,F,Yes,No,Clerical,High School,142428.0,10.0,Rural,1998Q1,1998,1,98,25,3,98,26,2,48,17,12
369477765,1,02juin94,26,Private,14887228,21340.0,02juin94,1,1,Sedan,no,0.0,0,No,1,9470.0,Yes,28décembre58,25-40,2,0.0,0.0,F,No,Yes,Home Maker,<High School,0.0,1.0,Highly Urban,1994Q2,1994,2,94,02,6,94,02,6,58,28,12
369534467,0,09novembre95,43,Commercial,56060777,11370.0,10novembre88,7,1,Pickup,yes,2957.0,1,No,5,0.0,No,03janvier50,41-60,0,12.0,100260.0,M,No,No,Manager,Bachelors,0.0,13.0,Urban,1995Q4,1995,4,95,09,11,88,10,11,50,03,1
37014855,3,05juin98,37,Commercial,95789527,28630.0,05juin98,1,1,Panel Truck,no,3440.0,1,Yes,9,2522.0,Yes,02mars55,41-60,3,10.0,115100.0,M,Yes,No,Clerical,Masters,318540.0,16.0,Highly Urban,1998Q2,1998,2,98,05,6,98,05,6,55,02,3
370351885,0,29juillet98,32,Private,43017095,28570.0,29juillet98,1,1,Sedan,no,0.0,0,No,0,0.0,No,02mai46,41-60,0,8.0,109230.0,M,Yes,No,Doctor,PhD,301276.0,6.0,Urban,1998Q3,1998,3,98,29,7,98,29,7,46,02,5
370622275,0,09juillet98,11,Commercial,37687938,14610.0,11juillet88,10,1,Sedan,yes,0.0,0,No,0,0.0,No,22mars45,41-60,0,8.0,77051.0,M,No,No,Blue Collar,Bachelors,0.0,8.301128714921818,Urban,1998Q3,1998,3,98,09,7,88,11,7,45,22,3
37074844,0,27juillet94,21,Commercial,1350845,7500.0,29juillet85,9,1,Pickup,yes,7278.0,2,No,4,0.0,No,24février39,41-60,0,9.0,125893.0,M,No,No,Blue Collar,PhD,0.0,15.0,Urban,1994Q3,1994,3,94,27,7,85,29,7,39,24,2
370878011,0,29février96,35,Commercial,73692647,17200.0,21mars96,1,2,Sedan,no,0.0,0,No,6,4130.0,Yes,25mars73,25-40,1,11.0,42687.0,F,No,Yes,Blue Collar,High School,0.0,1.0,Highly Urban,1996Q1,1996,1,96,29,2,96,21,3,73,25,3
370916014,0,09juillet93,24,Private,46964276,11900.0,05juillet93,1,3,SUV,no,0.0,0,No,3,0.0,No,08novembre69,25-40,4,9.0,66708.0,F,Yes,No,Clerical,Bachelors,209538.0,1.0,Highly Rural,1993Q3,1993,3,93,09,7,93,05,7,69,08,11
370978438,0,15mai96,28,Commercial,71976009,19160.0,09avril85,11,3,Van,no,0.0,0,Yes,4,0.0,No,02mai49,41-60,0,13.0,176648.0,M,Yes,No,Blue Collar,PhD,461706.0,8.0,Urban,1996Q2,1996,2,96,15,5,85,09,4,49,02,5
370978438,0,21mars96,28,Commercial,84544050,33130.0,08avril90,6,3,Panel Truck,no,0.0,0,No,3,0.0,No,02mai49,41-60,0,13.0,176648.0,M,Yes,No,Clerical,PhD,461706.0,8.0,Urban,1996Q1,1996,1,96,21,3,90,08,4,49,02,5
371294473,1,24février99,32,Commercial,88971344,21510.0,27février85,14,1,Van,no,3719.0,1,No,0,5571.0,Yes,14septembre63,25-40,4,13.0,31259.0,M,Yes,No,Blue Collar,<High School,145148.0,8.0,Highly Urban,1999Q1,1999,1,99,24,2,85,27,2,63,14,9
371469946,0,08aoűt94,37,Private,98748862,9980.0,30juin87,7,2,Pickup,yes,7104.0,4,No,5,0.0,No,18juillet59,25-40,2,13.0,31080.0,M,Yes,No,Professional,High School,127150.0,1.0,Highly Urban,1994Q3,1994,3,94,08,8,87,30,6,59,18,7
371471737,0,25aoűt95,41,Private,38099756,13410.0,26aoűt91,4,1,Sedan,yes,11389.0,4,No,4,0.0,No,04novembre50,41-60,0,8.0,47965.0,M,Yes,No,Professional,Bachelors,160049.0,14.0,Highly Urban,1995Q3,1995,3,95,25,8,91,26,8,50,04,11
371631911,0,28juillet97,22,Private,34636161,18000.0,29juillet93,4,1,SUV,no,4263.0,1,No,5,10145.0,Yes,06juin52,41-60,0,10.0,15996.0,F,Yes,No,Clerical,High School,148617.0,1.0,Urban,1997Q3,1997,3,97,28,7,93,29,7,52,06,6
371660994,0,23avril99,51,Private,57077951,6000.0,30mars99,1,2,SUV,no,0.0,0,No,0,0.0,No,25septembre54,41-60,1,15.0,28725.0,F,Yes,No,Clerical,High School,154602.48940547212,1.0,Rural,1999Q2,1999,2,99,23,4,99,30,3,54,25,9
371660994,0,26février99,51,Private,90915020,26310.0,31mars92,7,2,Pickup,no,0.0,0,No,2,0.0,No,25septembre54,41-60,1,15.0,61610.074431993424,F,Yes,No,Clerical,High School,154602.48940547212,1.0,Rural,1999Q1,1999,1,99,26,2,92,31,3,54,25,9
371698337,0,08avril95,31,Private,31300210,14280.0,09avril89,6,1,Sedan,yes,29378.0,2,No,0,0.0,No,11octobre42,41-60,0,13.0,151528.0,M,No,No,Doctor,PhD,0.0,9.0,Urban,1995Q2,1995,2,95,08,4,89,09,4,42,11,10
371702941,0,29octobre96,35,Private,63238987,16130.0,02octobre90,6,3,Sedan,yes,0.0,0,No,0,0.0,No,07juillet48,41-60,0,8.0,66804.0,M,No,No,Professional,Bachelors,0.0,7.0,Urban,1996Q4,1996,4,96,29,10,90,02,10,48,07,7
371702941,0,14aoűt97,21,Private,79845220,21460.0,30septembre97,1,3,Van,no,22531.0,3,Yes,6,0.0,No,07juillet48,41-60,0,10.0,66804.0,M,No,No,Professional,Bachelors,0.0,7.0,Urban,1997Q3,1997,3,97,14,8,97,30,9,48,07,7
371746150,0,02mai99,34,Commercial,94036026,13540.0,03mai92,7,1,Sedan,yes,4451.0,2,No,0,0.0,No,17mars59,25-40,0,12.0,8585.0,M,No,No,Student,High School,0.0,1.0,Highly Urban,1999Q2,1999,2,99,02,5,92,03,5,59,17,3
371800250,0,08juin94,45,Commercial,75215790,6550.0,22juin83,11,3,Pickup,no,1176.0,2,No,4,0.0,No,04mai59,25-40,0,0.0,0.0,M,Yes,No,Student,High School,0.0,7.0,Urban,1994Q2,1994,2,94,08,6,83,22,6,59,04,5
371807120,0,18juillet93,56,Private,66978507,6100.0,29juillet83,10,2,Pickup,no,0.0,0,No,2,0.0,No,12aoűt55,41-60,0,11.0,5011.0,M,Yes,No,Student,High School,132606.0,1.0,Highly Urban,1993Q3,1993,3,93,18,7,83,29,7,55,12,8
371807120,0,15juin95,39,Commercial,91871577,24780.0,28juillet85,10,2,Panel Truck,yes,6781.0,2,No,0,0.0,No,12aoűt53,41-60,0,10.0,0.0,M,Yes,No,Student,High School,0.0,9.0,Rural,1995Q2,1995,2,95,15,6,85,28,7,53,12,8
371976627,0,13février94,19,Commercial,77706968,9390.0,27février94,1,2,SUV,yes,0.0,0,No,0,0.0,No,24octobre41,41-60,0,13.0,36950.0,M,No,No,Blue Collar,High School,215692.0,1.0,Highly Urban,1994Q1,1994,1,94,13,2,94,27,2,41,24,10
371976627,0,03avril98,44,Commercial,98523551,16020.0,29février88,10,2,Sedan,no,7629.0,2,No,4,8532.0,Yes,25octobre37,>60,0,10.0,16897.0,M,No,No,Blue Collar,High School,130344.0,9.0,Rural,1998Q2,1998,2,98,03,4,88,29,2,37,25,10
372087945,0,19décembre95,47,Private,65830352,26020.0,19décembre95,1,1,Sedan,yes,0.0,0,No,0,1808.0,Yes,25avril32,>60,0,12.0,56946.0,M,Yes,No,Lawyer,Masters,246083.0,20.0,Highly Urban,1995Q4,1995,4,95,19,12,95,19,12,32,25,4
372095759,2,25décembre94,25,Commercial,98601838,10160.0,26décembre91,3,1,Pickup,no,0.0,0,No,0,2870.0,Yes,07février61,25-40,2,12.0,48630.0,M,No,Yes,Blue Collar,High School,0.0,1.0,Highly Urban,1994Q4,1994,4,94,25,12,91,26,12,61,07,2
372304122,0,24avril94,32,Commercial,68841204,33730.0,24avril94,1,1,Panel Truck,no,0.0,0,No,0,0.0,No,21avril41,41-60,0,14.0,215428.0,M,Yes,No,Blue Collar,PhD,555878.0,1.0,Urban,1994Q2,1994,2,94,24,4,94,24,4,41,21,4
372359404,0,11juin97,26,Commercial,92765050,19360.0,11juin97,1,1,Van,yes,0.0,0,No,0,0.0,No,28avril61,25-40,0,10.0,140599.0,M,Yes,No,Professional,PhD,365669.0,10.0,Highly Urban,1997Q2,1997,2,97,11,6,97,11,6,61,28,4
37246864,0,28décembre96,25,Private,21257957,11750.0,11décembre90,6,2,Sedan,yes,4520.0,1,No,0,0.0,No,07mars56,41-60,0,0.0,0.0,M,Yes,No,Student,<High School,0.0,1.0,Urban,1996Q4,1996,4,96,28,12,90,11,12,56,07,3
37267563,0,27février95,43,Private,73167689,7100.0,29février88,7,1,SUV,no,2882.0,2,No,2,0.0,No,02avril43,41-60,1,0.0,0.0,F,Yes,No,Home Maker,<High School,119201.0,5.0,Highly Urban,1995Q1,1995,1,95,27,2,88,29,2,43,02,4
372736026,1,07novembre98,34,Private,17671591,13820.0,16décembre98,1,2,SUV,no,0.0,0,No,0,0.0,No,08juin63,25-40,2,15.0,67775.0,F,No,Yes,Manager,Masters,154602.48940547212,8.0,Urban,1998Q4,1998,4,98,07,11,98,16,12,63,08,6
372756545,2,03juillet97,5,Commercial,65220851,12250.0,05juillet93,4,2,Sedan,no,0.0,0,No,0,0.0,No,16octobre62,25-40,2,10.0,32520.0,M,Yes,No,Student,Bachelors,0.0,11.0,Highly Urban,1997Q3,1997,3,97,03,7,93,05,7,62,16,10
372761026,0,30juin96,34,Private,63341274,13610.0,23mai85,11,2,Sedan,no,0.0,0,No,3,0.0,No,10septembre52,41-60,0,12.0,80577.0,M,No,No,Lawyer,Masters,0.0,12.0,Highly Urban,1996Q2,1996,2,96,30,6,85,23,5,52,10,9
372873361,0,01mars95,35,Private,86331992,11830.0,04mars82,13,1,Sedan,yes,0.0,0,No,0,0.0,No,28juin45,41-60,0,8.0,49256.0,M,No,No,Manager,Bachelors,170816.0,8.301128714921818,Urban,1995Q1,1995,1,95,01,3,82,04,3,45,28,6
37308080,1,06avril99,46,Commercial,55880330,7100.0,01avril96,3,2,Pickup,yes,0.0,0,No,0,0.0,No,06mai55,41-60,3,15.0,55989.0,M,Yes,No,Clerical,High School,153738.0,3.0,Highly Rural,1999Q2,1999,2,99,06,4,96,01,4,55,06,5
373267772,0,13février94,17,Private,77170013,9640.0,14février90,4,1,Pickup,yes,0.0,0,Yes,1,0.0,No,11octobre52,41-60,0,10.0,21281.0,M,No,No,Clerical,High School,117398.0,6.0,Rural,1994Q1,1994,1,94,13,2,90,14,2,52,11,10
373383543,0,16septembre97,44,Private,81786322,7330.0,15octobre97,1,2,Pickup,yes,0.0,0,No,2,0.0,No,06janvier53,41-60,0,3.0,61610.074431993424,M,Yes,No,Student,<High School,0.0,4.0,Rural,1997Q3,1997,3,97,16,9,97,15,10,53,06,1
37340719,0,31octobre96,40,Private,10913583,12260.0,21octobre89,7,2,Sedan,no,3134.0,1,No,3,0.0,No,27février58,41-60,2,9.0,37523.0,M,Yes,No,Clerical,High School,166138.0,11.0,Urban,1996Q4,1996,4,96,31,10,89,21,10,58,27,2
373542117,0,02décembre93,25,Private,78805218,21140.0,05décembre82,11,1,SUV,no,0.0,0,No,0,0.0,No,13juin66,25-40,3,13.0,163436.0,F,Yes,No,Manager,Bachelors,393600.0,9.0,Urban,1993Q4,1993,4,93,02,12,82,05,12,66,13,6
373550207,1,09janvier98,51,Commercial,69882708,9090.0,13janvier82,16,1,SUV,no,6195.0,2,No,0,5400.0,Yes,12aoűt57,41-60,4,0.0,0.0,F,No,Yes,Student,High School,93311.0,1.0,Urban,1998Q1,1998,1,98,09,1,82,13,1,57,12,8
373620424,0,26décembre94,35,Private,80292899,5110.0,27décembre88,6,1,SUV,no,0.0,0,No,0,5779.0,Yes,17décembre65,25-40,3,10.0,3068.0,F,Yes,No,Home Maker,High School,92992.0,7.0,Urban,1994Q4,1994,4,94,26,12,88,27,12,65,17,12
373747887,0,22janvier98,35,Commercial,51420425,27570.0,02janvier87,10,3,Pickup,yes,0.0,0,No,0,4291.0,Yes,05juin36,>60,0,16.0,141953.0,M,Yes,No,Professional,PhD,377925.0,9.0,Urban,1998Q1,1998,1,98,22,1,87,02,1,36,05,6
373747887,0,23décembre97,35,Commercial,74142388,29630.0,30décembre97,1,3,Pickup,yes,38930.0,1,Yes,1,0.0,No,05juin36,>60,0,16.0,141953.0,M,Yes,No,Lawyer,PhD,377925.0,9.0,Urban,1997Q4,1997,4,97,23,12,97,30,12,36,05,6
373919199,3,23novembre96,58,Commercial,42263063,5600.0,17octobre96,1,3,SUV,no,0.0,0,No,0,0.0,No,28novembre58,25-40,3,14.0,4885.0,F,Yes,No,Student,Bachelors,0.0,1.0,Rural,1996Q4,1996,4,96,23,11,96,17,10,58,28,11
373919199,3,20octobre97,34,Private,80387508,5990.0,17octobre97,1,3,SUV,no,0.0,0,No,0,0.0,No,28novembre57,41-60,3,0.0,0.0,F,Yes,No,Student,High School,0.0,1.0,Rural,1997Q4,1997,4,97,20,10,97,17,10,57,28,11
373958213,1,11avril98,19,Private,86806507,15350.0,12avril92,6,1,SUV,no,9724.0,1,No,2,0.0,No,09janvier59,25-40,3,14.0,53456.0,F,Yes,No,Professional,Bachelors,166725.0,12.0,Urban,1998Q2,1998,2,98,11,4,92,12,4,59,09,1
374054250,0,10juillet93,31,Commercial,95758497,23370.0,12juillet86,7,1,Panel Truck,no,0.0,0,No,0,0.0,No,01décembre49,41-60,0,15.0,28567.0,M,Yes,No,Blue Collar,High School,163796.0,1.0,Urban,1993Q3,1993,3,93,10,7,86,12,7,49,01,12
374132307,1,01mars98,61,Commercial,15592429,20610.0,01mars98,1,1,Sedan,no,0.0,0,No,0,0.0,No,22septembre61,25-40,3,11.0,73677.0,F,No,Yes,Blue Collar,Bachelors,0.0,10.0,Highly Rural,1998Q1,1998,1,98,01,3,98,01,3,61,22,9
374139986,0,21octobre98,57,Private,64635215,8550.0,03octobre92,6,2,Sports Car,no,0.0,0,No,0,0.0,No,03mars68,25-40,1,9.0,39456.0,F,Yes,No,Clerical,Masters,148093.0,9.0,Urban,1998Q4,1998,4,98,21,10,92,03,10,68,03,3
374284502,0,23avril95,36,Private,62950546,22350.0,24avril89,6,1,SUV,no,0.0,0,No,0,0.0,No,19février45,41-60,0,0.0,0.0,F,Yes,No,Home Maker,Masters,87156.0,9.0,Highly Rural,1995Q2,1995,2,95,23,4,89,24,4,45,19,2
374398386,0,18avril96,46,Private,91578096,4890.0,18avril96,1,1,Sports Car,no,0.0,0,No,1,0.0,No,16aoűt35,>60,1,19.0,4143.0,F,Yes,No,Clerical,<High School,128325.0,1.0,Rural,1996Q2,1996,2,96,18,4,96,18,4,35,16,8
374448919,0,04aoűt96,27,Commercial,15613738,1500.0,10juillet83,13,2,Sports Car,no,9343.0,2,No,0,0.0,No,07juillet40,41-60,0,11.0,131919.0,F,Yes,No,Blue Collar,Bachelors,328571.0,6.0,Highly Urban,1996Q3,1996,3,96,04,8,83,10,7,40,07,7
374448919,0,06juin96,27,Commercial,17256799,19580.0,08juillet90,6,2,SUV,no,0.0,0,No,0,0.0,No,07juillet40,41-60,0,11.0,131919.0,F,Yes,No,Blue Collar,Bachelors,328571.0,6.0,Highly Urban,1996Q2,1996,2,96,06,6,90,08,7,40,07,7
374507309,0,06octobre93,58,Commercial,38255719,5100.0,06aoűt93,1,2,Pickup,no,0.0,0,Yes,0,3531.0,Yes,25juillet53,41-60,0,8.0,35995.0,M,No,No,Professional,Masters,0.0,12.0,Highly Urban,1993Q4,1993,4,93,06,10,93,06,8,53,25,7
374610346,0,13juillet93,5,Private,10919344,16390.0,16juillet82,11,1,SUV,no,34941.0,2,No,0,0.0,No,05décembre61,25-40,2,8.0,73897.0,F,Yes,No,Clerical,Bachelors,244387.0,6.0,Urban,1993Q3,1993,3,93,13,7,82,16,7,61,05,12
37461363,0,18décembre93,29,Private,11902401,17960.0,21décembre82,11,1,SUV,no,6545.0,1,No,5,3411.0,Yes,22février55,41-60,0,12.0,46781.0,F,No,No,Professional,Bachelors,0.0,15.0,Highly Urban,1993Q4,1993,4,93,18,12,82,21,12,55,22,2
37477931,0,18janvier95,16,Private,18207365,18870.0,19janvier91,4,1,SUV,no,5386.0,1,No,0,0.0,No,07janvier58,41-60,1,11.0,34024.0,F,No,Yes,Clerical,<High School,153936.0,4.0,Urban,1995Q1,1995,1,95,18,1,91,19,1,58,07,1
374872081,0,30septembre95,19,Commercial,4773613,29690.0,02octobre84,11,1,Panel Truck,yes,0.0,0,No,0,0.0,No,03novembre56,41-60,0,13.0,238856.0,M,Yes,No,Professional,Masters,154602.48940547212,22.0,Urban,1995Q3,1995,3,95,30,9,84,02,10,56,03,11
374890426,0,19octobre96,40,Private,23837194,22940.0,20octobre92,4,1,Sedan,no,0.0,0,No,2,0.0,No,27juillet46,41-60,0,14.0,161395.0,M,Yes,No,Lawyer,PhD,412344.0,11.0,Highly Urban,1996Q4,1996,4,96,19,10,92,20,10,46,27,7
374898992,0,26aoűt94,40,Commercial,43410713,10030.0,24aoűt77,17,2,Pickup,yes,0.0,0,No,2,0.0,No,25octobre48,41-60,0,13.0,27450.0,M,Yes,No,Clerical,High School,115618.0,1.0,Rural,1994Q3,1994,3,94,26,8,77,24,8,48,25,10
374898992,0,04septembre94,40,Private,89635155,9340.0,20aoűt94,1,2,Sedan,yes,0.0,0,No,1,0.0,No,25octobre48,41-60,0,13.0,27450.0,M,Yes,No,Clerical,High School,115618.0,1.0,Rural,1994Q3,1994,3,94,04,9,94,20,8,48,25,10
374904331,0,07décembre94,22,Commercial,50780045,25400.0,11décembre88,6,2,Sedan,no,0.0,0,No,0,0.0,No,10octobre53,41-60,0,14.0,50206.0,F,Yes,No,Blue Collar,High School,176373.0,1.0,Highly Urban,1994Q4,1994,4,94,07,12,88,11,12,53,10,10
375087720,0,10mai99,22,Commercial,31449300,25630.0,10mai99,1,1,Panel Truck,yes,0.0,0,No,0,0.0,No,23novembre51,41-60,0,13.0,80431.0,M,Yes,No,Clerical,Bachelors,243919.0,13.0,Highly Rural,1999Q2,1999,2,99,10,5,99,10,5,51,23,11
375517116,0,30octobre93,39,Commercial,17503931,27200.0,30octobre93,1,1,Sedan,no,0.0,0,No,2,0.0,No,20juillet62,25-40,0,13.0,69083.0,F,No,No,Blue Collar,Bachelors,154602.48940547212,14.0,Rural,1993Q4,1993,4,93,30,10,93,30,10,62,20,7
375690054,0,08février99,19,Private,73589597,21460.0,09février95,4,1,Van,no,6348.0,1,No,0,2150.0,Yes,21mars46,41-60,0,12.0,27652.0,M,No,No,Clerical,High School,145983.0,6.0,Highly Urban,1999Q1,1999,1,99,08,2,95,09,2,46,21,3
37595654,0,26mai96,22,Private,87602010,23530.0,29mai86,10,1,Sports Car,no,0.0,0,No,2,2758.0,Yes,12décembre52,41-60,0,13.0,119904.0,F,No,No,Lawyer,Masters,0.0,21.0,Urban,1996Q2,1996,2,96,26,5,86,29,5,52,12,12
376000443,0,30décembre94,52,Private,99475300,11770.0,01janvier85,9,1,Sedan,no,0.0,0,No,2,4778.0,Yes,01mai49,41-60,0,8.0,34273.0,F,No,No,Clerical,<High School,0.0,6.0,Highly Urban,1994Q4,1994,4,94,30,12,85,01,1,49,01,5
376021969,0,29avril98,55,Commercial,41963308,9050.0,18avril85,13,2,SUV,no,974.0,3,No,7,6074.0,Yes,20avril64,25-40,0,13.0,40457.0,F,No,No,Blue Collar,High School,0.0,6.0,Highly Urban,1998Q2,1998,2,98,29,4,85,18,4,64,20,4
376021969,0,20avril97,67,Private,49154851,9950.0,18avril86,11,2,Sports Car,no,5951.0,2,No,1,0.0,No,21avril63,25-40,0,13.0,48494.0,F,No,No,Professional,Masters,232930.0,16.0,Urban,1997Q2,1997,2,97,20,4,86,18,4,63,21,4
376286092,0,19mars99,34,Commercial,46777828,18770.0,12mars99,1,2,Pickup,no,0.0,0,No,3,0.0,No,06juillet60,25-40,0,0.0,0.0,M,Yes,No,Student,High School,0.0,7.0,Highly Urban,1999Q1,1999,1,99,19,3,99,12,3,60,06,7
376482434,0,18septembre95,25,Commercial,157851,17600.0,02octobre88,7,2,Van,yes,5028.0,2,Yes,3,0.0,No,03mars44,41-60,0,11.0,59162.0,M,Yes,No,Manager,Bachelors,180232.0,9.0,Urban,1995Q3,1995,3,95,18,9,88,02,10,44,03,3
376722383,0,10février96,57,Private,52364479,27470.0,11février92,4,1,Sedan,no,0.0,0,No,0,0.0,No,15avril57,41-60,0,11.0,106538.0,F,No,No,Home Maker,PhD,0.0,8.301128714921818,Highly Rural,1996Q1,1996,1,96,10,2,92,11,2,57,15,4
376761023,0,12mars95,44,Private,32017423,12380.0,05mars89,6,2,Sedan,yes,0.0,0,No,0,0.0,No,15octobre46,41-60,0,14.0,55770.0,M,Yes,No,Lawyer,Masters,163735.0,12.0,Urban,1995Q1,1995,1,95,12,3,89,05,3,46,15,10
376805275,0,24décembre93,8,Private,75178534,22710.0,26décembre87,6,1,SUV,no,4531.0,3,No,2,0.0,No,18décembre41,41-60,0,14.0,100985.0,F,Yes,No,Lawyer,Masters,280768.0,15.0,Urban,1993Q4,1993,4,93,24,12,87,26,12,41,18,12
376841098,0,19octobre95,11,Private,97784395,15280.0,21novembre85,10,3,SUV,no,0.0,0,Yes,4,0.0,No,24aoűt61,25-40,0,10.0,99788.0,F,No,No,Professional,Bachelors,0.0,8.0,Highly Urban,1995Q4,1995,4,95,19,10,85,21,11,61,24,8
376858960,0,27mai93,32,Private,66574191,16760.0,31mai76,17,1,Sedan,no,0.0,0,No,1,0.0,No,05décembre52,41-60,0,8.0,72207.0,F,Yes,No,Professional,Masters,242596.0,8.0,Highly Urban,1993Q2,1993,2,93,27,5,76,31,5,52,05,12
376864921,0,08juillet95,5,Private,94190222,12840.0,17juin86,9,3,SUV,no,0.0,0,No,0,0.0,No,14avril47,41-60,0,12.0,56919.0,F,No,No,Professional,Bachelors,249577.0,14.0,Highly Urban,1995Q3,1995,3,95,08,7,86,17,6,47,14,4
376951777,0,07décembre95,20,Commercial,41096721,13550.0,27novembre82,13,2,SUV,no,0.0,0,No,0,0.0,No,18septembre46,41-60,0,14.0,67477.0,F,Yes,No,Blue Collar,High School,252228.0,8.0,Rural,1995Q4,1995,4,95,07,12,82,27,11,46,18,9
377003199,0,24novembre95,14,Private,51048041,17410.0,04novembre89,6,3,Sedan,no,0.0,0,No,0,0.0,No,24septembre45,41-60,0,12.0,96728.0,F,Yes,No,Lawyer,Masters,278985.0,19.0,Urban,1995Q4,1995,4,95,24,11,89,04,11,45,24,9
377052151,0,17aoűt98,33,Commercial,94466473,4800.0,16juillet98,1,2,SUV,no,6772.0,3,No,0,0.0,No,04mars66,25-40,1,10.0,30885.0,F,No,Yes,Blue Collar,High School,142220.0,1.0,Highly Rural,1998Q3,1998,3,98,17,8,98,16,7,66,04,3
377082209,0,13mars98,31,Private,84270264,4590.0,20mai98,1,4,Sports Car,yes,0.0,0,No,0,0.0,No,04octobre31,>60,0,14.0,172804.0,M,Yes,No,Lawyer,PhD,459717.0,8.301128714921818,Highly Urban,1998Q1,1998,1,98,13,3,98,20,5,31,04,10
377087259,0,08avril98,29,Commercial,28171000,29330.0,08avril98,1,1,Panel Truck,yes,9512.0,2,No,1,6480.0,Yes,01mai62,25-40,0,0.0,0.0,M,Yes,No,Student,High School,90224.0,1.0,Urban,1998Q2,1998,2,98,08,4,98,08,4,62,01,5
